millis,brake_active,aX,aY,aZ,tmp,gX,gY,gZ
87539,1,4484,-10600,13276,19.02,-1233,-2454,916
87550,1,4988,-10488,13036,18.98,-1283,-2252,933
87560,1,5076,-10336,12860,18.93,-1168,-1877,948
87570,1,5404,-10160,12960,19.02,-957,-1330,969
87580,1,5364,-10284,13772,19.07,-870,-691,994
87590,1,5836,-10464,14004,19.02,-853,46,991
87603,1,5864,-10540,13992,18.98,-829,1098,1026
87613,1,5828,-10756,14356,18.88,-623,1809,1152
87623,1,5452,-10992,15808,19.02,-504,2465,1343
87633,1,4808,-11100,15792,19.07,-670,2881,1399
87644,1,3920,-11016,15632,19.07,-987,3262,1344
87654,1,3328,-10880,15280,18.98,-1224,3390,1302
87677,1,1828,-10200,12584,18.98,-1881,3112,1107
87687,1,1540,-9744,11560,18.98,-1970,2691,1032
87697,1,1492,-9392,11388,19.02,-2027,2156,936
87710,1,788,-9320,11416,19.07,-2062,1575,828
87720,1,504,-9260,11844,18.93,-2035,1214,681
87730,1,596,-9592,12052,18.98,-1939,901,538
87741,1,1020,-9860,12312,19.07,-1936,678,262
87751,1,1192,-10504,12276,19.02,-1730,603,49
87761,1,1424,-11084,12156,19.07,-1412,566,-141
87771,1,1560,-11552,12368,18.93,-1204,521,-354
87781,1,2036,-11756,12596,18.98,-1135,459,-587
87794,1,2532,-12128,12328,19.02,-1071,418,-730
87804,1,2764,-12160,11976,19.12,-994,385,-795
87815,1,3068,-12052,11676,18.98,-858,344,-776
87825,1,3352,-12028,11188,18.98,-644,236,-693
87835,1,3288,-12012,10724,19.02,-338,127,-579
87845,1,3116,-12196,10776,18.88,-12,-24,-512
87856,1,2872,-12424,11584,19.07,67,-364,-464
87866,1,2864,-12584,12264,18.98,-10,-737,-492
87878,1,3200,-12716,12992,19.02,-333,-1309,-527
87889,1,3572,-12388,12944,18.93,-687,-1672,-612
87899,1,3988,-11896,12700,18.98,-969,-1776,-735
87909,1,4204,-11456,13160,19.02,-1236,-1814,-854
87919,1,4528,-11436,12212,19.02,-1412,-1482,-1016
87930,1,5028,-12096,12184,18.98,-1614,-939,-1035
87940,1,5124,-12836,10716,19.02,-1661,-346,-933
87950,1,5392,-13772,10628,18.98,-1702,34,-707
87975,1,4152,-14584,9776,18.98,-1434,274,-35
87985,1,3452,-14352,9504,19.02,-1189,-25,162
87996,1,3176,-13900,8992,18.93,-1077,-471,322
88006,1,2672,-13344,8948,18.98,-869,-1059,451
88016,1,2640,-12716,8488,18.93,-517,-1591,578
88027,1,2532,-11812,9568,18.93,-558,-2037,562
88037,1,2880,-11260,9928,18.93,-648,-2332,597
88047,1,3168,-10596,10136,19.02,-825,-2468,556
88058,1,3280,-9996,10008,18.98,-978,-2339,571
88071,1,3068,-9444,10180,18.93,-1149,-1960,407
88081,1,3144,-9556,9820,19.07,-1282,-1442,298
88091,1,3572,-9772,9324,18.88,-1380,-869,180
88101,1,4128,-10220,9032,19.02,-1656,-259,1
88112,1,4472,-11172,8192,18.98,-1702,-14,-94
88122,1,4716,-12208,8212,18.98,-1735,130,-191
88132,1,5216,-13660,7796,18.98,-1654,265,-344
88142,1,5288,-14696,7908,18.93,-1528,405,-487
88155,1,5320,-15968,7892,19.02,-1346,426,-737
88170,1,5780,-17024,7256,18.98,-1060,520,-905
88184,1,6004,-17256,7560,19.02,-771,436,-1002
88199,1,6100,-17064,7568,19.07,-589,80,-993
88214,1,6304,-16440,7568,18.93,-437,-101,-950
88228,1,6120,-15228,8100,19.02,-379,-20,-986
88240,1,6216,-14444,8200,18.98,-333,277,-1009
88254,1,5888,-13604,8672,19.02,-389,639,-991
88276,1,5260,-12632,8648,18.98,-748,1137,-959
88286,1,4884,-12312,8668,18.98,-919,1204,-965
88296,1,4432,-12176,8632,18.98,-1031,1259,-980
88306,1,4272,-12064,8796,18.98,-1139,1252,-961
88315,1,4248,-12204,8816,18.98,-1193,1265,-980
88338,1,4304,-12736,9344,18.93,-1231,1282,-941
88348,1,4272,-12992,9520,18.93,-1223,1173,-867
88358,1,4256,-13244,9724,18.98,-1223,1009,-740
88370,1,4256,-13416,9656,18.88,-1209,805,-645
88380,1,4148,-13340,9676,19.07,-1135,620,-569
88390,1,4188,-13200,9952,19.07,-1032,458,-420
88400,1,4396,-13240,9960,18.98,-967,386,-219
88410,1,4364,-13080,10096,18.98,-954,312,1
88420,1,4456,-12832,9972,18.98,-966,327,222
88430,1,4388,-12672,9888,19.12,-964,291,420
88441,1,4132,-12532,9956,18.98,-942,262,619
88451,1,3932,-12632,10008,19.07,-950,132,768
88463,1,3732,-12752,10156,18.98,-987,-85,956
88473,1,3604,-12780,10340,18.98,-1024,-305,1083
88483,1,3688,-12880,10236,19.07,-1003,-474,1215
88493,1,3496,-12704,10080,18.98,-961,-656,1385
88503,1,3584,-12716,10100,19.12,-884,-792,1495
88513,1,3452,-12616,10116,18.93,-769,-891,1634
88523,1,3364,-12508,10268,19.02,-621,-963,1740
88533,1,3328,-12516,10556,19.02,-552,-1069,1845
88546,1,3172,-12576,10600,18.93,-553,-1116,1850
88556,1,3188,-12472,10616,18.88,-559,-1200,1900
88566,1,3160,-12364,10728,18.98,-584,-1253,1900
88576,1,3220,-12272,10560,18.98,-625,-1279,1856
88586,1,3412,-12220,10704,19.02,-662,-1260,1884
88596,1,3416,-12268,10656,18.93,-721,-1243,1822
88606,1,3412,-12320,10376,18.93,-738,-1096,1744
88616,1,3380,-12320,10348,19.07,-786,-963,1692
88642,1,3144,-12572,10168,19.02,-897,-546,1419
88652,1,3000,-12420,9980,19.07,-920,-430,1287
88662,1,3096,-12584,10164,18.98,-962,-308,1120
88672,0,3072,-12584,10064,18.98,-977,-200,1008
88682,0,3264,-12764,10148,19.07,-1003,-101,919
88692,0,3456,-12812,10352,19.07,-1090,1,882
88702,0,3480,-13040,10064,19.02,-1101,176,755
88712,0,3576,-13056,10012,19.02,-1144,329,668
88722,0,3560,-13284,9972,19.02,-1139,470,591
88735,0,3532,-13240,9692,18.93,-1176,680,506
88745,0,3580,-13248,9760,18.98,-1199,845,412
88755,0,3532,-13172,9804,18.98,-1238,962,355
88765,0,3448,-13252,9976,18.93,-1259,1047,310
88775,0,3288,-13432,10068,18.98,-1323,1215,253
88785,0,3308,-13312,10164,18.98,-1419,1345,182
88795,0,3036,-13228,9996,19.02,-1563,1513,36
88805,0,2844,-13100,9732,18.98,-1645,1625,-94
88818,0,2824,-12908,9348,18.93,-1674,1747,-194
88828,0,2748,-12788,9312,19.07,-1700,1727,-288
88838,0,2916,-12848,9852,19.02,-1733,1562,-338
88849,0,2848,-13240,9560,19.07,-1679,1544,-362
88859,0,2760,-13432,9560,19.07,-1739,1395,-305
88869,0,3008,-13324,8524,18.93,-1757,1235,-319
88879,0,2468,-13632,8812,18.93,-1662,1270,-331
88889,0,2304,-13696,8988,18.98,-1533,1253,-373
88902,0,2332,-13952,8876,18.93,-1377,1253,-470
88912,0,2248,-14004,8376,18.98,-1221,1229,-521
88934,0,2708,-14256,8344,18.98,-785,1082,-541
88944,0,2760,-14232,8524,18.98,-603,832,-485
88955,0,2948,-14128,8404,19.02,-425,587,-392
88965,0,2896,-14084,9248,18.98,-536,315,-377
88975,0,2892,-13780,9372,18.88,-536,165,-360
88985,0,2856,-13296,9112,18.98,-455,192,-394
89005,0,2996,-13072,9248,18.93,-458,447,-466
89015,0,3132,-13204,9548,18.98,-422,550,-477
89025,0,3280,-13628,9844,18.98,-481,490,-429
89035,0,3376,-13968,10308,18.93,-644,293,-297
89045,0,3204,-13996,10120,18.98,-850,122,-165
89055,0,2772,-13804,9996,18.93,-941,-58,-33
89065,0,2216,-13488,9868,18.98,-979,-172,18
89076,0,1976,-13156,9816,18.98,-1034,-264,76
89086,0,1796,-12964,9696,19.02,-1119,-314,-13
89098,0,1944,-12884,9456,19.02,-1178,-361,-121
89108,0,2020,-12904,9080,18.98,-1216,-284,-187
89119,0,1992,-13036,8920,19.02,-1083,-185,-343
89129,0,2244,-13348,8944,18.98,-1012,-206,-445
89139,0,2584,-13440,9192,18.93,-946,-352,-582
89149,0,2896,-13596,9524,18.98,-1024,-573,-632
89159,0,3132,-13612,9600,18.98,-1031,-750,-653
89170,0,3464,-13468,9736,18.93,-1021,-790,-597
89182,0,3396,-13116,9764,19.02,-1004,-700,-524
89192,0,3324,-13064,9932,18.98,-992,-528,-476
89202,0,3176,-12928,10068,18.93,-988,-367,-490
89213,0,3240,-12904,9860,19.02,-1032,-220,-477
89223,0,3088,-12896,9716,19.07,-1076,-85,-585
89575,0,3436,-13640,9564,18.93,-1787,-128,-293
89758,0,3140,-13168,9640,18.98,-576,197,-160
89768,0,3212,-12996,9476,19.07,-538,103,-196
89781,0,3268,-12896,9568,19.02,-402,61,-185
89791,0,3396,-12956,9636,18.98,-265,157,-185
89801,0,3508,-13148,9584,18.93,-204,196,-150
89812,0,3524,-13356,10116,18.98,-226,316,-230
89822,0,3560,-13484,10244,18.98,-250,368,-307
89832,0,3720,-13360,10072,18.98,-321,384,-455
89842,0,3836,-13396,10192,19.02,-379,443,-534
89852,0,3888,-13112,10120,19.07,-436,475,-619
89865,0,3964,-12960,10196,19.02,-509,535,-693
89875,0,4072,-12788,10136,18.98,-585,597,-645
89886,0,4096,-12776,10288,19.02,-630,614,-676
89896,0,4156,-12576,10124,18.98,-668,736,-610
89906,0,4056,-12608,10184,18.98,-710,781,-573
89916,0,4036,-12344,10252,18.98,-781,866,-569
89926,0,3904,-12272,10100,18.98,-898,925,-543
89937,0,3864,-12224,10004,18.93,-1027,1002,-430
89947,0,3772,-12172,10088,18.98,-1122,1099,-411
89959,0,3608,-12212,9880,19.02,-1222,1129,-406
89970,0,3408,-12300,9964,18.98,-1310,1186,-403
89980,0,3316,-12576,9576,18.88,-1316,1222,-378
89990,0,3216,-12780,9528,19.02,-1375,1229,-431
90000,0,3172,-13116,9340,19.02,-1339,1213,-451
90010,0,3288,-13344,9352,18.98,-1296,1091,-412
90033,0,3164,-13808,9176,18.93,-1156,835,-327
90044,0,3096,-13888,9164,19.02,-1042,739,-290
90057,0,3016,-14040,9040,18.98,-889,668,-277
90067,0,3080,-13996,9196,18.98,-863,597,-220
90078,0,3216,-13876,9284,18.98,-778,476,-190
90088,0,3128,-13832,9268,18.93,-773,401,-174
90101,0,3132,-13744,9216,18.88,-744,345,-137
90111,0,2912,-13376,9080,18.98,-671,280,-40
90122,0,3036,-13536,8860,18.93,-648,173,21
90132,0,3124,-13616,9172,18.93,-683,1,82
90145,0,2812,-14096,8968,18.84,-713,-228,154
90159,0,2720,-14256,9136,18.88,-737,-588,129
90172,0,2904,-14080,8900,18.88,-823,-935,100
90186,0,3000,-13648,8908,18.98,-686,-1153,81
90198,0,3040,-13372,8904,18.98,-424,-1064,53
90212,0,3208,-13300,8700,19.07,-82,-773,53
90227,0,3084,-13404,8072,18.93,359,-544,64
90242,0,2668,-13380,8952,18.93,436,-677,-67
90266,0,4104,-12356,10884,18.93,-198,-1528,45
90277,0,3560,-12200,11144,19.02,-270,-1528,116
90287,0,3108,-11944,11480,18.98,-436,-898,104
90297,0,3112,-11652,11408,19.02,-465,-173,39
90306,0,3076,-11268,10864,18.93,-420,415,-14
90316,0,2600,-11244,10932,19.02,-434,748,-110
90326,0,2396,-11372,10864,18.98,-505,930,-233
90336,0,2188,-11920,10976,19.07,-688,981,-398
90345,0,2392,-12500,10664,18.93,-862,844,-618
90357,0,2776,-13072,10720,19.02,-1013,606,-754
90368,0,3188,-13288,10524,18.93,-1074,414,-802
90390,0,3644,-13384,10280,18.93,-1016,223,-684
90401,0,3716,-13168,10148,18.93,-871,267,-586
90411,0,3576,-13112,9944,18.93,-726,343,-511
90421,0,3632,-13088,9920,19.02,-620,388,-489
90431,0,3512,-12980,9988,18.93,-579,492,-495
90441,0,3308,-12848,9824,18.98,-535,601,-492
90453,0,3200,-12720,9904,18.93,-524,632,-492
90463,0,3240,-12820,10116,19.02,-588,680,-512
90473,0,3308,-12956,9952,19.02,-606,701,-482
90484,0,3236,-12752,9656,18.98,-598,729,-479
90494,0,3512,-12908,9268,18.93,-511,733,-469
90504,0,3212,-13120,10184,18.93,-544,662,-444
90514,0,3504,-13140,9232,19.02,-403,621,-410
90524,0,3532,-13340,9504,18.84,-363,544,-419
90536,0,3308,-13456,9812,18.98,-351,471,-426
90546,0,3104,-13248,9812,18.88,-373,449,-440
90556,0,3080,-13152,9648,18.98,-405,449,-473
90566,0,2968,-13040,9848,18.98,-430,534,-502
90577,0,3072,-13076,9904,18.93,-439,530,-500
90587,0,3232,-12932,10112,18.93,-458,412,-493
90597,0,3252,-12896,10368,19.02,-470,241,-515
90607,0,3228,-12856,10216,18.88,-499,130,-518
90619,0,2972,-12740,10148,18.98,-589,-24,-514
90629,0,2948,-12624,9988,18.88,-745,-163,-481
90639,0,2816,-12476,9808,18.93,-906,-314,-441
90650,0,2716,-12428,9604,18.93,-1024,-485,-411
90660,0,2804,-12308,9584,18.93,-1177,-640,-343
90670,0,2856,-12460,9404,18.98,-1259,-755,-333
90693,0,3168,-13004,9144,18.98,-1362,-872,-315
90703,0,3432,-13356,9364,18.98,-1304,-944,-311
90713,0,3684,-13692,9448,18.98,-1373,-1002,-356
90726,0,3764,-13876,9380,19.07,-1363,-985,-302
90736,0,3596,-14052,9636,18.93,-1248,-980,-287
90746,0,3844,-14060,9340,18.98,-1249,-871,-259
90756,0,3700,-14020,9028,19.07,-1141,-784,-183
90766,0,3472,-13924,8600,18.88,-908,-693,-62
90776,0,3420,-13992,8580,18.93,-602,-763,2
90786,0,3896,-14564,9104,18.88,-402,-913,19
90797,0,4172,-15012,9292,18.98,-403,-1094,32
90809,0,4240,-14824,9740,18.98,-528,-1263,-7
90819,0,3748,-14464,10088,18.93,-387,-1449,-29
90829,0,3916,-13352,10460,18.98,-576,-1408,-213
90840,0,4060,-12204,11084,18.88,-690,-1349,-321
90850,0,4108,-11484,10856,18.93,-722,-1036,-345
90860,0,4000,-11248,10376,19.02,-589,-509,-243
90870,0,3736,-11076,10420,18.98,-393,163,-114
90880,0,3212,-11028,10344,18.88,-302,619,-4
90892,0,3100,-11244,10616,18.98,-384,760,-9
90903,0,2988,-11688,10724,18.98,-589,555,-90
90913,0,2948,-11908,10704,18.93,-791,346,-148
90923,0,2908,-12136,11004,18.98,-969,226,-273
90933,0,3248,-12196,10848,18.84,-1081,153,-402
90943,0,3352,-12216,11020,18.93,-1204,144,-436
90953,0,3464,-12356,10728,18.98,-1249,130,-517
90963,0,3460,-12480,10472,18.93,-1259,174,-462
90996,0,3864,-13656,9920,19.02,-1005,289,-305
91006,0,3908,-13784,9848,18.98,-907,344,-225
91016,0,3844,-13816,9816,19.07,-816,355,-137
91026,0,3740,-13664,9760,18.98,-822,326,-112
91037,0,3584,-13312,9760,19.02,-783,231,-77
91047,0,3396,-13124,9812,18.88,-747,198,-20
91057,0,3396,-12936,9704,18.98,-795,137,-6
91067,0,3136,-12720,9808,18.93,-781,162,-26
91077,0,2960,-12616,9820,18.98,-774,81,-52
91091,0,2852,-12644,9856,18.88,-719,26,-60
91101,0,2876,-12804,9760,18.93,-679,-28,-88
91112,0,2900,-12944,9832,18.88,-609,-110,-116
91122,0,3064,-12940,9836,18.88,-617,-203,-173
91132,0,3320,-12880,9972,18.93,-627,-267,-197
91142,0,3304,-12896,9996,18.88,-635,-312,-285
91152,0,3612,-12900,9756,18.93,-608,-314,-241
91163,0,3716,-13004,9820,18.88,-592,-271,-264
91175,0,3684,-13184,9948,18.93,-577,-236,-245
91185,0,3644,-13468,9800,18.88,-605,-219,-210
91196,0,3700,-13520,9940,18.93,-602,-199,-234
91206,0,3712,-13608,9776,19.07,-651,-269,-237
91216,0,3772,-13456,9544,18.88,-671,-301,-211
91226,0,3804,-13392,9608,18.98,-741,-329,-210
91236,0,3876,-13224,9596,18.98,-754,-377,-173
91246,0,3804,-13168,9656,18.93,-783,-402,-211
91259,0,3748,-12948,9400,19.02,-863,-370,-202
91269,0,3548,-12796,9416,19.07,-905,-246,-207
91279,0,3412,-12720,9512,18.98,-965,-183,-235
91303,0,3548,-12992,9188,18.98,-993,-145,-243
91313,0,3544,-13376,9184,18.88,-937,-131,-243
91323,0,3556,-13508,9488,18.93,-926,-198,-298
91333,0,3576,-13568,9724,18.88,-949,-245,-349
91343,0,3624,-13420,9740,18.93,-929,-283,-462
91356,0,3648,-13256,9732,18.93,-725,-108,-612
91366,0,3760,-13412,10000,18.98,-580,78,-625
91377,0,4172,-13184,9948,18.93,-447,239,-606
91387,0,4112,-13300,10040,18.88,-413,321,-558
91397,0,3816,-13292,10040,19.02,-449,327,-443
91407,0,3552,-13208,10064,18.88,-467,188,-411
91417,0,3504,-12960,10212,18.93,-565,6,-417
91428,0,3484,-12784,10260,18.98,-633,-144,-444
91438,0,3416,-12604,10040,18.98,-669,-189,-409
91450,0,3592,-12296,9804,18.98,-691,-158,-419
91461,0,3816,-12436,9892,18.98,-735,-151,-357
91471,0,3780,-12320,9828,19.02,-843,-178,-312
91481,0,3936,-12492,9856,19.02,-871,-173,-222
91491,0,3792,-12592,9916,18.88,-893,-124,-188
91502,0,3636,-12804,10168,18.93,-894,-60,-211
91512,0,3588,-12932,10240,18.93,-851,37,-219
91522,0,3620,-13016,10268,18.98,-849,43,-242
91535,0,3448,-12816,10256,19.02,-808,7,-252
91545,0,3400,-12804,10136,18.84,-800,-73,-235
91555,0,3288,-12652,10100,18.88,-825,-126,-219
91566,0,3340,-12700,9988,18.98,-771,-208,-167
91576,0,3348,-12632,10004,18.93,-793,-323,-168
91586,0,3340,-12676,10240,18.88,-825,-376,-227
91610,0,3708,-12680,10180,18.98,-773,-491,-235
91620,0,3924,-12504,10196,18.98,-832,-358,-331
91633,0,3900,-12576,9976,18.98,-739,-185,-258
91648,0,4040,-12932,9944,18.88,-667,50,-157
91662,0,4156,-13056,10140,18.98,-734,100,-53
91677,0,3908,-13224,10420,18.88,-816,43,16
91692,0,3740,-13240,10060,18.98,-907,34,48
91706,0,3604,-13124,9660,18.93,-840,88,47
91719,0,3468,-13148,9440,18.98,-731,117,40
91733,0,3496,-13024,9408,18.98,-672,53,-50
91755,0,3776,-13152,9496,18.88,-647,-127,-30
91765,0,3596,-13144,9548,18.98,-664,-121,-32
91775,0,3540,-13008,9564,18.88,-639,-86,-15
91785,0,3460,-12844,9796,18.98,-672,-79,-1
91794,0,3596,-12668,9760,19.07,-697,-74,-10
91804,0,3488,-12664,9760,18.98,-699,-116,-30
91814,0,3404,-12888,9828,18.98,-708,-108,-22
91824,0,3368,-12852,10044,18.84,-700,-40,-52
91834,0,3264,-12828,10068,19.02,-687,-12,-44
91846,0,3324,-12996,10044,18.98,-677,-52,-63
91856,0,3188,-13048,10140,18.88,-667,-73,-90
91866,0,3092,-13136,9968,18.98,-606,-83,-136
91876,0,3136,-13296,10128,18.98,-617,-154,-163
91887,0,3304,-13264,9608,18.84,-568,-171,-222
91897,0,3284,-13332,10012,19.02,-587,-224,-179
91907,0,3316,-13356,10028,19.02,-554,-320,-218
91917,0,3428,-13372,10040,18.98,-548,-384,-209
91930,0,3460,-13364,9892,18.93,-535,-418,-225
91940,0,3160,-13288,10040,18.88,-471,-440,-242
91963,0,3376,-12832,10252,18.93,-564,-537,-374
91973,0,3404,-12572,10112,18.93,-617,-571,-416
91983,0,3344,-12580,10040,18.88,-542,-491,-426
91994,0,3224,-12496,10184,18.98,-505,-379,-384
92004,0,3164,-12620,10084,18.88,-551,-264,-418
92014,0,3272,-12520,9620,18.88,-583,-234,-416
92026,0,3144,-12640,9856,19.02,-687,-247,-416
92036,0,3312,-12776,9852,18.98,-768,-269,-451
92046,0,3468,-12504,9832,18.98,-879,-311,-485
92056,0,3780,-12420,9944,18.88,-981,-313,-522
92066,0,3968,-12412,9996,18.98,-1100,-226,-481
92077,0,4088,-12456,9868,18.93,-1063,1,-436
92087,0,4052,-12548,9796,18.98,-974,230,-384
92097,0,4028,-12728,9828,18.98,-905,447,-305
92107,0,3600,-12940,9880,18.98,-958,552,-258
92121,0,2980,-13112,9664,18.93,-955,575,-309
92131,0,2764,-13136,9720,18.93,-943,518,-541
92141,0,2744,-13024,9652,18.93,-918,478,-656
92151,0,2828,-12940,10200,19.02,-950,460,-879
92161,0,3204,-12784,10468,18.93,-994,420,-968
92171,0,3332,-12708,10568,19.02,-1038,512,-1020
92181,0,3524,-12696,10260,18.98,-1046,639,-1075
92191,0,3780,-12688,10284,18.88,-1002,761,-1049
92204,0,3828,-12824,10136,18.88,-986,781,-924
92214,0,3736,-13068,10064,18.98,-1038,654,-861
92224,0,3944,-13292,9760,18.98,-990,445,-759
92234,0,3604,-13248,10052,18.93,-1058,211,-694
92244,0,3428,-13308,9764,18.93,-1022,-16,-650
92267,0,3636,-13244,9376,18.98,-992,-299,-602
92277,0,3876,-12992,9056,18.98,-966,-315,-570
92288,0,4180,-12972,9020,19.02,-932,-215,-543
92300,0,4300,-13040,9148,18.93,-791,-96,-387
92310,0,4248,-13084,9264,18.98,-656,31,-262
92321,0,4116,-13256,9660,18.98,-581,61,-186
92331,0,3668,-13324,9904,18.93,-602,31,-105
92342,0,3460,-13084,9888,18.88,-615,-83,-66
92352,0,3240,-12716,10016,18.98,-618,-213,-119
92362,0,3220,-12516,10008,18.93,-628,-354,-123
92372,0,3220,-12452,10040,18.93,-622,-482,-152
92385,0,3544,-12556,10212,18.93,-618,-550,-215
92395,0,3784,-12740,10140,18.88,-662,-537,-217
92406,0,3824,-12952,10108,18.93,-694,-541,-214
92416,0,3940,-13084,10100,18.84,-803,-546,-242
92426,0,3980,-13312,9836,18.88,-841,-638,-291
92436,0,4036,-13404,9780,18.98,-870,-754,-268
92447,0,4092,-13424,9560,18.98,-849,-824,-278
92457,0,4164,-13276,9636,18.98,-831,-781,-310
92467,0,4340,-13184,9784,18.98,-720,-689,-317
92502,0,4424,-12744,10156,18.93,-622,-186,-205
92513,0,4316,-12700,10204,18.93,-674,-133,-197
92523,0,4272,-12728,10192,18.88,-717,-104,-179
92534,0,4068,-12744,10040,18.88,-749,-106,-151
92544,0,3856,-12696,10112,18.88,-782,-133,-167
92554,0,3916,-12664,9928,18.88,-803,-147,-154
92564,0,3868,-12640,9952,18.93,-790,-200,-159
92588,0,3660,-12712,9908,18.93,-698,-226,-250
92601,0,3728,-12892,9976,18.98,-724,-210,-270
92611,0,3676,-13080,9896,18.93,-739,-171,-351
92621,0,3856,-13100,9984,18.98,-772,-154,-362
92632,0,4076,-13432,9872,18.84,-804,-103,-451
92642,0,4272,-13692,9816,18.98,-865,7,-485
92652,0,4588,-13664,9504,18.93,-967,218,-539
92662,0,4892,-13868,9076,19.02,-955,462,-547
92672,0,5188,-14020,8608,18.98,-876,693,-559
92685,0,5508,-14192,8112,18.98,-769,1034,-475
92695,0,5680,-14156,7976,18.93,-578,1254,-380
92705,0,6016,-14108,7920,19.02,-353,1378,-189
92716,0,5920,-14244,8216,18.98,-149,1495,4
92726,0,5556,-14328,8400,18.98,-11,1623,150
92736,0,4720,-14464,8328,18.93,96,1891,296
92746,0,3784,-14484,8520,18.93,197,2087,348
92756,0,2700,-14192,8540,18.98,314,2144,236
92769,0,3108,-14380,9204,18.98,228,2001,56
92779,0,2976,-14376,9204,18.98,119,1792,-173
92789,0,3140,-14220,9080,19.02,2,1595,-335
92800,0,3292,-14148,8452,18.84,-4,1426,-446
92810,0,3424,-14408,7928,18.88,87,1377,-468
92820,0,3736,-14472,7404,18.93,150,1253,-451
92830,0,3936,-14436,7508,18.88,95,943,-384
92840,0,4352,-14540,7968,18.84,112,508,-270
92851,0,4224,-14732,8100,18.88,9,-14,-225
92863,0,4168,-14784,8084,18.93,-248,-443,-250
92886,0,4028,-14600,6128,18.84,-815,-572,-598
92896,0,4180,-14688,6528,18.88,-837,-505,-677
92907,0,4380,-14932,7184,18.98,-856,-684,-707
92917,0,4888,-15104,7380,19.02,-875,-855,-698
92927,0,5332,-15324,7416,19.02,-863,-992,-661
92937,0,5496,-15256,7128,18.98,-780,-974,-725
92948,0,5312,-15132,7000,18.98,-615,-809,-717
92960,0,5304,-14936,6932,18.93,-418,-668,-833
92971,0,5560,-14916,6544,19.07,-327,-583,-819
92981,0,5596,-14880,6460,18.88,-301,-693,-851
92991,0,5444,-14836,5844,18.93,-239,-931,-834
93001,0,5228,-14652,5928,18.93,-232,-1289,-809
93012,0,4952,-14448,5788,18.88,-138,-1540,-843
93022,0,5108,-14424,5784,18.88,-135,-1553,-888
93032,0,5412,-14180,6016,19.02,-272,-1444,-1003
93045,0,6040,-14032,6340,19.02,-429,-1280,-1135
93055,0,7020,-14184,5936,18.93,-297,-1004,-1207
93065,0,7768,-14644,5324,18.88,-118,-720,-1152
93076,0,7700,-15136,5048,18.88,292,-753,-1021
93086,0,7240,-15628,5804,19.02,607,-829,-837
93097,0,7432,-16000,6188,18.93,853,-920,-557
93108,0,6124,-15756,6584,18.93,909,-1064,-320
93118,0,5580,-15168,7208,18.88,862,-1096,-215
93132,0,5316,-14764,7100,18.93,796,-876,-293
93146,0,5592,-14452,7296,18.79,869,-993,-253
93160,0,5708,-14012,8288,18.93,722,-1528,-231
93175,0,5260,-13640,8408,18.93,450,-1898,-185
93190,0,4920,-13296,7904,19.02,198,-1831,-170
93203,0,4936,-13156,7748,18.98,191,-1701,-184
93216,0,5308,-12916,7864,18.98,-21,-1933,-219
93241,0,5540,-13300,8000,18.93,-450,-2591,-277
93255,0,5464,-13364,8460,19.02,-743,-2627,-371
93279,0,5860,-13272,8424,18.93,-1064,-2541,-393
93289,0,6232,-13376,7828,18.84,-1164,-2477,-280
93298,0,6156,-13348,7556,18.88,-983,-2284,-52
93308,0,6012,-13424,7756,18.98,-775,-2272,152
93318,0,5920,-13616,8024,18.88,-624,-2367,277
93328,0,5808,-14056,8240,18.88,-450,-2445,379
93337,0,5848,-14076,8960,18.84,-371,-2620,398
93347,0,5728,-13936,8880,18.93,-234,-2765,393
93360,0,5856,-13716,8700,18.98,-116,-2726,393
93370,0,5188,-13248,9100,18.98,-8,-2703,302
93380,0,4912,-12616,9224,18.88,108,-2794,256
93390,0,4900,-12128,9268,18.88,151,-2873,203
93400,0,5352,-11604,9608,18.93,134,-2952,189
93410,0,5508,-10860,10132,18.93,-49,-3186,242
93420,0,5856,-10400,10028,19.07,-262,-3340,352
93430,0,6112,-10148,9776,18.88,-429,-3500,493
93443,0,6344,-10104,9684,18.84,-540,-3512,742
93453,0,6676,-10108,10000,18.93,-678,-3558,1055
93463,0,6900,-10312,10052,18.93,-909,-3575,1333
